ともづな,とも綱
ともなう,伴なう
ともに,ともに
ともる,ともる
どもる,どもる
どようなみ,土用波
とらい,トライ
どらい,ドライ
どらごえ,どら声
とらのこ,虎の子
とらのまき,虎の巻
どらま,ドラマ
とりあつかい,取扱い
とりうち,鳥打ち
とりえ,取り柄
とりお,トリオ
とりかご,鳥かご
とりくち,取り口
とりこ,とりこ
とりこ,とり粉
とりごや,鳥小屋
とりしまり,取締り
とりしまりやく,取締役
とりて,捕り手
とりで,とりで
とりはだ,鳥はだ
とりもち,鳥もち
とりもの,捕り物
どりょうこう,度量衡
どりる,ドリル
どるか,ドル貨
とるこ,トルコ
どれす,ドレス
とれる,取れる
どろくさい,泥臭い
とろび,とろ火
どろよけ,泥除け
とろり,とろり
どろり,どろり
とろろ,とろろ
とろん,とろん
どろん,どろん
どろん,どろん
どろんこ,泥んこ
どわすれ,ど忘れ
とんすう,トン数
どんぞこ,どん底
とんだ,とんだ
とんと,とんと
どんと,どんと
どんな,どんな
とんび,とんび
とんぼ,とんぼ
とんま,とんま
なあて,名あて
なあに,なあに
ないしゅっけつ,内出血
ないしんのう,内親王
ないふ,ナイフ
ないふくやく,内服薬
ないぶんぴ,内分泌
なえる,なえる
なおす,なおす
なおす,なおす
なおる,なおる
なおれ,名折れ
ながあみ,長編み
ながいき,長生き
ながいす,長椅子
なかいり,中入り
なかおれ,中折れ
なかがいにん,仲買人
なかごろ,中ごろ
なかごろ,中ごろ
ながしかく,長四角
ながしめ,流し目
なかたがい,仲違い
ながだんぎ,長談義
ながつづき,永続き
なかなおり,仲直り
なかば,なかば
ながびく,長引く
なかほど,中ほど
ながめる,眺める
ながもち,永持ち
ながもち,長持ち
なかやすみ,中休み
なかよく,仲よく
なかよく,仲よく
なかよし,仲よし
ながらく,長らく
ながれぼし,流れ星
ながれもの,流れ者
ながれや,流れ矢
ながれる,流れる
なきがお,泣き顔
なきごえ,泣き声
なきごと,泣き言
なきつら,泣き面
なきひと,亡き人
なきむし,泣き虫
なくす,なくす
なぐる,なぐる
なげる,投げる
なごむ,なごむ
なごり,名残り
なさけない,情ない
なざし,名指し
なざす,名指す
なさる,なさる
なじみ,なじみ
なじむ,なじむ
なじる,なじる
なずな,なずな
なすび,なすび
なずむ,なずむ
なする,なする
なぞる,なぞる
なだかい,名高い
なだれ,なだれ
なちす,ナチス
なつく,なつく
なづけ,名づけ
なっぱ,菜っぱ
なつまけ,夏まけ
なつまつり,夏祭り
なつむき,夏向き
なつめ,なつめ
なつやすみ,夏休み
なつやせ,夏やせ
なでる,なでる
なとり,名取り
ななし,名無し
ななつ,ななつ
なにかと,何かと
なにくれ,何くれ
なにしろ,何しろ
なにとぞ,何とぞ
なにびと,何びと
なにほど,何ほど
なにほど,何ほど
なにやつ,何やつ
なにより,何より
なにわぶし,浪花節
なぬか,なぬか
なのか,なのか
なのはな,菜の花
なのり,名乗り
なのる,名乗る
なぶる,なぶる
なまいき,生意気
なまがし,生菓子
なまきず,生きず
なまぐさい,生臭い
なまける,怠ける
なまこ,なまこ
なまごろし,生殺し
なまじろい,生白い
なます,なます
なまず,なまず
なまつば,生つば
なまづめ,生づめ
なまにえ,生煮え
なまにえ,生煮え
なまへんじ,生返事
なまもの,なま物
なまやけ,生焼け
なまり,なまり
なまる,なまる
なみうつ,波うつ
なみだぐむ,涙ぐむ
なみだつ,波立つ
なめす,なめす
なめる,なめる
なやます,悩ます
ならう,ならう
ならし,ならし
ならす,ならす
ならす,ならす
ならす,慣らす
ならす,鳴らす
ならづけ,奈良漬
ならべる,並べる
なりあがり,成上り
なりもの,鳴り物
なれる,慣れる
なわて,なわて
なわばしご,繩梯子
なわばり,繩張り
なんか,なんか
なんずる,難ずる
なんて,なんて
なんで,なんで
なんと,なんと
なんと,なんと
なんど,なんど
なんの,なんの
なんぴょうよう,南氷洋
なんぼくちょう,南北朝
にあい,似合い
にあう,似合う
にあげ,荷上げ
にえゆ,煮え湯
にえる,煮える
におう,におう
にかえす,煮返す
にがす,逃がす
にかよう,似通う
にがり,にがり
にかわ,にかわ
にがわらい,苦笑い
にきび,にきび
にぎやか,賑やか
にぎりめし,握り飯
にぎわい,賑わい
にぎわす,賑わす
にくい,にくい
にくかんてき,肉感的
にくしみ,憎しみ
にくづき,肉づき
にくづけ,肉付け
にげあし,逃げ足
にげごし,逃げ腰
にげみず,逃げ水
にげみち,逃げ道
にげる,逃げる
にこむ,煮込む
にごりみず,濁り水
にさばき,荷捌き
にさばき,荷捌き
にしはんきゅう,西半球
にしまわり,西回り
にじむ,にじむ
にしめ,煮しめ
にしん,にしん
にせもの,にせ物
にせる,似せる
にたき,煮たき
にだし,煮出し
にだす,煮出す
にたつ,煮立つ
にちようひん,日用品
にっきちょう,日記帳
にづくり,荷造り
につけ,煮付け
にっけいれん,日経連
にっしゃびょう,日射病
にっぽんいち,日本一
にないて,担い手
になう,荷なう
にねんせい,二年生
にのあし,二の足
にのうで,二の腕
にのつぎ,二の次
にのまい,二の舞
にばしゃ,荷馬車
にぼし,煮干し
にほんいち,日本一
にほんが,日本画
にほんかい,日本海
にほんし,日本紙
にほんとう,日本刀
にまいがい,二枚貝
にまいじた,二枚舌
にまいめ,二枚目
にもうさく,二毛作
にやり,にやり
にゅう,ニュー
にゅうじょうけん,入場券
にゅうどうぐも,入道雲
にゅうはくしょく,乳白色
にょう,にょう
により,似寄り
にらみ,にらみ
にらむ,にらむ
にわか,にわか
にわか,にわか
にわそうじ,庭掃除
にんげんせい,人間性
にんげんわざ,人間業
にんずる,任ずる
にんぴにん,人非人
ぬいいと,縫い糸
ぬいしろ,縫い代
ぬいばり,縫い針
ぬいめ,縫い目
ぬいめ,縫い目
ぬいもの,縫い物
ぬうど,ヌード
ぬかす,ぬかす
ぬかす,抜かす
ぬかす,抜かす
ぬかり,ぬかり
ぬかる,ぬかる
ぬかる,ぬかる
ぬかる,ぬかる
ぬきずり,抜刷り
ぬきて,抜き手
ぬくい,ぬくい
ぬけあな,抜け穴
ぬけがけ,抜駈け
ぬけめ,抜け目
ぬける,抜ける
ぬげる,脱げる
ぬげる,脱げる
ぬっと,ぬっと
ぬらす,濡らす
ぬりえ,塗り絵
ぬりぐすり,塗り薬
ぬりもの,塗り物
ぬるい,ぬるい
ぬるむ,ぬるむ
ぬるり,ぬるり
ぬれる,濡れる
ねあげ,値上げ
ねいる,寝入る
ねうち,値打ち
ねえむ,ネーム
ねえや,ねえや
ねおき,寝起き
ねおん,ネオン
ねがいごと,願い事
ねがいで,願い出
ねがえり,寝返り
ねがえり,寝返り
ねがえり,寝返り
ねがえる,寝返る
ねかす,寝かす
ねぎる,値ぎる
ねぐら,ねぐら
ねごこち,寝心地
ねこみ,寝込み
ねこむ,寝こむ
ねさげ,値下げ
ねざす,根ざす
ねざめ,寝覚め
ねしな,寝しな
ねしょうべん,寝小便
ねじる,ねじる
ねずみ,ねずみ
ねずみとり,鼠取り
ねたみ,ねたみ
ねたむ,ねたむ
ねだり,ねだり
ねだる,ねだる
ねだる,ねだる
ねつき,寝つき
ねつく,寝つく
ねづく,根づく
ねっこ,根っこ
ねっする,熱する
ねっと,ネット
ねづよい,根強い
ねとまり,寝泊り
ねばい,ねばい
ねばつく,粘つく
ねばりけ,粘り気
ねびえ,寝冷え
ねびき,値引き
ねびき,値引き
ねぶかい,根深い
ねぶみ,値踏み
ねぶみ,値踏み
ねぼけ,寝ぼけ
ねまき,寝間着
ねむたい,眠たい
ねもと,根もと
ねらい,ねらい
ねらう,ねらう
ねりぐすり,煉り薬
ねりようかん,練羊羹
ねれる,練れる
ねわけ,根分け
ねんいり,念入り
ねんがじょう,年賀状
ねんがっぴ,年月日
ねんずる,念ずる
ねんね,ねんね
のうがき,能書き
のうかんき,農閑期
のうさくぶつ,農作物
のうさんぶつ,農産物
のうしゅっけつ,脳出血
のうはんき,農繁期
のうひんけつ,脳貧血
のうみそ,脳みそ
のおと,ノート
のがす,のがす
のぎく,のぎく
のきなみ,軒並み
のけもの,のけ者
のける,のける
のける,除ける
のこらず,残らず
のこりが,残り香
のこりもの,残り物
のしもち,のし餅
のせる,乗せる
のぞきあな,覗き穴
のそだち,野育ち
のそり,のそり
のちじて,後ジテ
のちのよ,後の世
のっく,ノック
のっと,ノット
のっとる,乗取る
のっぽ,のっぽ
のどか,のどか
のばす,延ばす
のばなし,野放し
のばなし,野放し
のびる,延びる
のびる,伸びる
のべつ,のべつ
のべつ,のべつ
のべる,延べる
のべる,述べる
のぼせ,のぼせ
のぼせ,のぼせ
のぼりざか,上り坂
のぼる,のぼる
のます,飲ます
のみぐすり,飲み薬
のみち,野みち
のみみず,飲み水
のみもの,飲み物
のめる,のめる
のやき,野焼き
のらいぬ,のら犬
のりき,乗り気
のりくみ,乗組み
のりくみいん,乗組員
のりて,乗り手
のりもの,乗り物
のれん,のれん
のろい,のろい
のろい,のろい
のろう,のろう
のろま,のろま
のんき,のんき
ぱあじ,パージ
ばあたり,場当り
はあと,ハート
ぱあま,パーマ
ばあや,ばあや
ばある,バール
はいかつりょう,肺活量
はいぐうしゃ,配偶者
はいけっかく,肺結核
ばいこくど,売国奴
はいしゃ,歯医者
ばいしゅんふ,売春婦
はいする,廃する
はいする,拝する
はいする,排する
はいする,配する
ばいする,倍する
はいせつぶつ,排泄物
はいた,歯いた
ぱいぷ,パイプ
ぱいぷ,パイプ
はいふき,灰吹き
はいる,はいる
はえとり,蝿取り
はえる,映える
はえる,生える
はおる,羽織る
はがす,剥がす
ばかす,化かす
ばかぢから,ばか力
ばかに,ばかに
はがね,はがね
はかまいり,墓参り
はがみ,歯がみ
はからい,計らい
はからう,計らう
はかり,はかり
ばかり,ばかり
はかる,はかる
はかる,はかる
はかる,はかる
ばき,−ばき
はきけ,吐き気
はきもの,履き物
はぎれ,歯切れ
はくがんし,白眼視
はぐき,歯ぐき
はくじんしゅ,白人種
はくする,博する
ばくする,縛する
ばくち,ばくち
はくちず,白地図
はくぶつかん,博物館
はくらんかい,博覧会
ぱくり,ぱくり
はげあたま,はげ頭
はけぐち,はけ口
はげしい,激しい
はげしい,激しい
ばけつ,バケツ
ばけのかわ,化の皮
はげます,励ます
ばけもの,化け物
はける,はける
はげる,禿げる
はげる,剥げる
ばける,ばける
はごいた,羽子板
はこいり,箱入り
はこづめ,箱詰め
はこべ,はこべ
ばざあ,バザー
はさむ,はさむ
はさむ,はさむ
はさむ,はさむ
ばさり,ばさり
はしおる,端折る
はしか,はしか
はしがき,端書き
はじく,はじく
はしけ,はしけ
はした,はした
はしっこ,端っこ
はしっこ,端っこ
はじまり,始まり
はじまり,始まり
はじまる,始まる
はじめ,はじめ
はじめて,始めて
はじめる,始める
はしゅつじょ,派出所
はしゅつふ,派出婦
はしょうふう,破傷風
ばしょがら,場所柄
はしらす,走らす
はしらどけい,柱時計
はじる,恥じる
はじる,恥じる
はしわたし,橋渡し
はずす,はずす
はずす,はずす
はずす,はずす
はずす,はずす
はずす,はずす
はずす,はずす
ばすと,バスト
はずむ,はずむ
はずれ,はずれ
はせる,馳せる
はぜる,爆ぜる
ばたあ,バター
はたあげ,旗上げ
はだえ,はだえ
はたおり,機織り
はだか,はだか
はだか,はだか
はだかいっかん,裸一貫
はだかおどり,裸踊り
はたき,はたき
はたぎょうれつ,旗行列
はたく,はたく
はたごや,旅篭屋
はださむい,肌寒い
はだし,はだし
はだし,はだし
はたす,果たす
はたす,果たす
はたす,果たす
はたち,はたち
はたと,はたと
はだぬぎ,肌ぬぎ
はだみ,はだ身
はたらかす,働かす
はたらきて,働き手
はたらきもの,働き者
ばたり,ばたり
ぱたり,ぱたり
ばたん,ばたん
ぱたん,ぱたん
はちうえ,鉢植え
ばちがい,場違い
はちがけ,八掛け
はちぶんめ,八分目
はちゅうるい,爬虫類
ぱちり,ぱちり
ぱちり,ぱちり
ぱちん,ぱちん
はつあきかぜ,初秋風
はっか,はっか
はつか,はつか
はつき,はつき
ばっく,バック
ばっぐ,バッグ
はっけっきゅう,白血球
ばっじ,バッジ
はつしぐれ,初時雨
はっしょうち,発祥地
はっする,発する
ばっする,罰する
ばった,ばった
はつでんき,発電機
はつでんしょ,発電所
はっと,はっと
ばっと,ばっと
ばっと,バット
ぱっと,ぱっと
ぱっと,ぱっと
ぱっど,パッド
はつどうき,発動機
はっとうしん,八頭身
はっぱ,葉っぱ
はつぶたい,初舞台
はつめいか,発明家
はつり,はつり
はつる,はつる
はてな,はてな
はてる,果てる
はてる,果てる
ばてる,ばてる
ばてれん,伴天連
はてんこう,破天荒
はとこ,はとこ
はとば,波止場
ばとん,バトン
はないけ,花活け
はなかぜ,鼻かぜ
はなぐもり,花曇り
はなことば,花言葉
はなざかり,花盛り
はなし,−放し
はなしごえ,話し声
はなしべた,話下手
はなすじ,鼻すじ
はなせる,話せる
はなたかだか,鼻高々
はなつみ,花摘み
はなでんしゃ,花電車
ばなな,バナナ
はなびら,花びら
はなふぶき,花吹雪
ぱなま,パナマ
はなまつり,花祭り
はなみ,歯並み
はなみ,歯並み
はなもじ,花文字
はなやか,花やか
はならび,歯並び
はなれうま,放れ馬
はなれじま,離れ島
はなれる,離れる
はなれわざ,離れ業
はねぶとん,羽蒲団
はねる,はねる
はねる,はねる
ははあ,ははあ
ばばあ,ばばあ
ははっ,ははっ
はばとび,幅跳び
ははは,ハハハ
はばむ,はばむ
はばむ,はばむ
ははもの,母もの
はぶける,省ける
はぶたえ,羽二重
はぶり,羽振り
はべる,はべる
はまづたい,浜伝い
はまる,はまる
はみがき,歯磨き
ばむ,−ばむ
はむし,はむし
はめいた,はめ板
はめいた,羽目板
はめる,はめる
はやおき,早起き
はやがてん,早合点
はやがわり,早変り
はやくも,早くも
はやし,はやし
はやじに,早死に
はやじまい,早仕舞
はやす,はやす
はやす,生やす
はやて,はやて
はやばまい,早場米
はやびけ,早引け
はやびけ,早引け
はやまる,早まる
はやみひょう,早見表
はやめる,早める
はやめる,速める
はやり,はやり
はやる,はやる
はやる,はやる
はやる,はやる
はらいせ,腹いせ
はらいた,腹いた
はらいもどし,払戻し
ばらいろ,薔薇色
はらう,はらう
はらがけ,腹掛け
はらぐあい,腹具合
はらくだし,腹下し
はらくだり,腹下り
はらぐろい,腹黒い
はらす,腫らす
はらす,晴らす
ばらす,ばらす
ばらす,ばらす
ばらせん,ばら銭
ばらせん,ばら銭
はらだち,腹立ち
はらだつ,腹立つ
はらちがい,腹違い
はらっぱ,原っぱ
はらっぱ,原っぱ
はらばい,腹ばい
はらばう,腹ばう
はらむ,はらむ
はらり,はらり
ばらり,ばらり
ぱらり,ぱらり
はりいた,張り板
はりがみ,張り紙
はりこ,張り子
はりしごと,針仕事
はりばん,張り番
はりふだ,張り札
はりもの,張り物
はるか,はるか
ぱるぷ,パルプ
はるめく,春めく
ばれえ,バレー
ばれえ,バレー
はれぎ,晴れ着
はれて,晴れて
はれま,晴れ間
はれる,腫れる
はれる,晴れる
ばれる,ばれる
はれんち,破廉恥
はわたり,刃渡り
はんいご,反意語
はんかつう,半可通
ぱんく,パンク
はんこ,はんこ
ばんこくき,万国旗
ばんごや,番小屋
はんごろし,半殺し
はんさよう,反作用
はんしゃきょう,反射鏡
はんじる,判じる
はんしんろん,汎神論
はんする,反する
はんずる,判ずる
ばんそうこう,絆創膏
はんだ,はんだ
はんだくおん,半濁音
はんだくてん,半濁点
ぱんち,パンチ
ぱんち,パンチ
ぱんつ,パンツ
はんつきまい,半搗米
ばんづけ,番付け
ばんと,バント
ばんど,バンド
ばんど,バンド
はんとうめい,半透明
はんどん,半ドン
はんにえ,半煮え
はんびょうにん,半病人
はんぴれい,反比例
はんらんげん,氾濫原
ひあそび,火遊び
ぴあの,ピアノ
ひいき,ひいき
びいしいじい,ＢＣＧ
ひいて,ひいて
ぴいてぃいええ,ＰＴＡ
ひいでる,秀でる
びいむ,ビーム
びいる,ビール
ひいれ,火入れ
ひえいせい,非衛生
ひえしょう,冷え性
ひえる,冷える
ぴえろ,ピエロ
ひおい,日おい
ひおい,日おい
ひがいしゃ,被害者
ひかえしつ,控え室
ひかえめ,控え目
ひがえり,日帰り
ひかえる,控える
ひかえる,控える
ひかくてき,比較的
ひかげ,日かげ
ひがけ,日掛け
ひかげん,火加減
ひがし,干菓子
ひがしはんきゅう,東半球
ひかす,引かす
ひがみ,ひがみ
ひがむ,ひがむ
ひがめ,ひが目
ひからす,光らす
ぴかり,ぴかり
ひきあい,引合い
ひきいる,率いる
ひきかえし,引返し
ひきがね,引き金
ひきげき,悲喜劇
ひきざん,引き算
ひきしお,ひき潮
ひぎしゃ,被疑者
ひぎしゃ,被疑者
ひきたて,引立て
ひきて,ひき手
ひきて,弾き手
ひきど,引き戸
ひきにく,ひき肉
ひきにげ,轢逃げ
ひきのばし,引伸し
ひきわたし,引渡し
ひきんぞく,非金属
びくしょう,微苦笑
びくに,比丘尼
びくり,びくり
びくり,びくり
ぴくり,ぴくり
ひぐれ,日暮れ
ひけし,火消し
ひげづら,ひげ面
ひけめ,引け目
ひける,引ける
ひごい,ひごい
ひこうかい,非公開
ひこうき,飛行機
ひこうしき,非公式
ひこうせん,飛行船
ひこうにん,非公認
ひごうほう,非合法
ひごうほう,非合法
ひごうり,非合理
ひこくみん,非国民
ひごと,日ごと
ひごと,日ごと
ひごろ,日ごろ
びざ,ヴィザ
ひざかり,日盛り
ひさご,ひさご
ひざこぞう,膝小僧
ひざし,日射し
ひさしい,久しい
ひさしく,久しく
ひざもと,膝もと
ひしぐ,ひしぐ
びしてき,微視的
ひじでっぽう,肘鉄砲
ひしと,ひしと
ひしもち,ひし餅
びじゅつかん,美術館
ひじょうぐち,非常口
ひじょうしき,非常識
びしょうねん,美少年
ひずみ,ひずみ
ひずむ,ひずむ
ひする,比する
ひする,秘する
びせいぶつ,微生物
ひぜめ,火攻め
ひぜめ,火責め
ひせんろん,非戦論
ひそか,ひそか
ひそまる,潜まる
ひそみ,ひそみ
ひそむ,ひそむ
ひそめる,潜める
ひそめる,顰める
ひたい,ひたい
ひだち,ひだち
ひだつ,肥立つ
ぴたり,ぴたり
ぴたり,ぴたり
ひだりがき,左書き
ひだりきき,左利き
ひだりまわり,左回り
ひだりよつ,左四つ
びだんし,美男子
ひつき,火付き
ひつぎ,ひつぎ
ひづけ,日付け
びっこ,びっこ
ひっこし,引越し
ひつじ,ひつじ
ひつじかい,羊飼い
ぴっち,ピッチ
ひっと,ヒット
ひっぷ,ヒップ
ひづめ,ひづめ
ひでり,日照り
ひとあんしん,一安心
ひどい,ひどい
ひといきに,一息に
ひといちばい,人一倍
ひとえ,ひと重
ひとぎき,人聞き
ひとくい,人食い
ひどけい,日時計
ひとごみ,人ごみ
ひとごろし,人殺し
ひとさし,人指し
ひとさしゆび,人差指
ひとしい,等しい
ひとしごと,一仕事
ひとずき,人好き
ひとずれ,人擦れ
ひとだすけ,人助け
ひとだのみ,人頼み
ひとちがい,人違い
ひとつ,ひとつ
ひとつ,ひとつ
ひとづかい,人使い
ひとづて,人づて
ひとで,ひとで
ひととおり,一通り
ひとどおり,人通り
ひととき,一とき
ひとなみ,人並み
ひとねむり,一眠り
ひとのみ,一呑み
ひとばらい,人払い
ひとひ,ひとひ
ひとまかせ,人任せ
ひとまくもの,一幕物
ひとまね,人まね
ひとむれ,一群れ
ひともうけ,一儲け
ひとやすみ,一休み
ひとよせ,人寄せ
ひとり,ひとり
ひとり,ひとり
ひどり,日取り
ひながた,ひな型
ひなた,ひなた
ひなにんぎょう,雛人形
びなんし,美男子
ひなんみん,避難民
ひにんじょう,非人情
ひにんじょう,非人情
ひねり,ひねり
ひねる,ひねる
ひねる,ひねる
ひのき,ひのき
ひのきぶたい,桧舞台
ひのけ,火の気
ひのこ,火の粉
ひのたま,火の玉
ひのて,火の手
ひので,日の出
ひのべ,日延べ
ひのまる,日の丸
ひのみ,火の見
ひのもと,火の元
ひばいひん,非売品
ひばり,ひばり
ひびかす,響かす
ひびく,ひびく
ひびょういん,避病院
ひふか,皮膚科
ひぶた,火ぶた
ひふびょう,皮膚病
ひぼし,日干し
ひまご,ひまご
ひまどる,暇どる
ひめる,秘める
ひもち,火保ち
ひゃくにちぜき,百日咳
ひゃくぶんひ,百分比
ひゃくぶんりつ,百分率
ひやけ,日焼け
ひやす,冷やす
ひゃっかてん,百貨店
ひゃっかふ,百花譜
ひやとい,日雇い
ひやみず,ひや水
ひややか,冷やか
ひょう,ひょう
ひょうぎいん,評議員
ひょうぐや,表具屋
びょうげんきん,病原菌
びょうげんたい,病原体
ひょうしぎ,拍子木
ひょうじゅんご,標準語
ひょうする,表する
ひょうする,評する
びょうちゅうがい,病虫害
ひょうろんか,評論家
ひよけ,日除け
ひよこ,ひよこ
ひよりみ,日和見
ぴょん,ぴょん
ひらいしん,避雷針
ひらおよぎ,平泳ぎ
ひらがな,平がな
ひらきど,開き戸
ひらきふう,開き封
ひらける,開ける
ひらける,開ける
ひらたい,平たい
ひらに,ひらに
ひらめ,ひらめ
ひらり,ひらり
びりゅうし,微粒子
びりゅうし,微粒子
びる,−びる
ひるから,昼から
ひるげ,ひるげ
ひるすぎ,昼過ぎ
びるま,ビルマ
ひるまえ,昼まえ
ひるむ,ひるむ
ひるやすみ,昼休み
ひろいもの,拾い物
ひろがり,拡がり
ひろがり,広がり
ひろがる,広がる
ひろげる,広げる
ひろっぱ,広っぱ
ひろまる,広まる
ひろめる,広める
ひろめる,広める
ぴんく,ピンク
ひんする,瀕する
ぴんち,ピンチ
ひんと,ヒント
ぴんと,ぴんと
ぴんと,ピント
びんぼうにん,貧乏人
ぶあいそう,無愛想
ぶあいそう,無愛想
ぶあいそう,無愛想
ぶあつい,分厚い
ふぁん,ファン
ふあんてい,不安定
ふあんない,不案内
ふいご,ふいご
ふいと,ふいと
ぷいと,ぷいと
ふいり,不入り
ふうあい,風合い
ふうきり,封切り
ふうぎる,封切る
ふうぎる,封切る
ふうすいがい,風水害
ふうする,諷する
ふうずる,封ずる
ふうずる,封ずる
ふうばいか,風媒花
ぶうむ,ブーム
ぷうる,プール
ふえいせい,不衛生
ふえて,不得手
ふえふき,笛吹き
ふえる,殖える
ぶえんりょ,無遠慮
ふおんとう,不穏当
ふか,不可−
ふかいり,深入り
ふかかい,不可解
ふかくてい,不確定
ふかけつ,不可欠
ふかしん,不可侵
ふかす,ふかす
ふかす,ふかす
ふかす,更かす
ぶかっこう,不恰好
ふかっぱつ,不活発
ふかのう,不可能
ふかひ,不可避
ふかぶん,不可分
ふかまる,深まる
ふかめる,深める
ふかんぜん,不完全
ふきげん,不機嫌
ふきそ,不起訴
ふきそく,不規則
ふきでもの,吹出物
ふきのとう,蕗の薹
ぶきみ,不気味
ふきや,吹き矢
ぶきよう,不器用
ふぎょうぎ,不行儀
ふきょうし,布教師
ふぎり,不義理
ぶきりょう,不器量
ふきんこう,不均衡
ふきんこう,不均衡
ふきんしん,不謹慎
ふくさよう,副作用
ふくさんぶつ,副産物
ふぐしゃ,不具者
ふくしょくもつ,副食物
ふくじんづけ,福神漬
ふくする,復する
ふくする,服する
ふくとくほん,副読本
ふくのかみ,福の神
ふくひれい,複比例
ふくめる,含める
ふくれつら,脹れ面
ふくろとじ,袋綴じ
ふくわじゅつ,腹話術
ふけいき,不景気
ふけいき,不景気
ふけいざい,不経済
ふける,ふける
ふける,更ける
ふける,更ける
ふけんこう,不健康
ふけんしき,不見識
ふごうかく,不合格
ふごうかく,不合格
ふごうかく,不合格
ふこうへい,不公平
ふごうり,不合理
ふこころえ,不心得
ふこころえ,不心得
ぶさいく,不細工
ふさぐ,ふさぐ
ふさぐ,ふさぐ
ぶさた,無沙汰
ぶさほう,不作法
ふしぎ,不思議
ふしぜん,不自然
ふしちょう,不死鳥
ぶしどう,武士道
ふしまつ,不始末
ふじみ,不死身
ふしめ,伏し目
ふじゆう,不自由
ふじゆう,不自由
ふじゅうぶん,不十分
ふしゅび,不首尾
ふしょうか,不消化
ふしょうじき,不正直
ふしょうち,不承知
ふしょくど,腐植土
ふじょりょう,扶助料
ふじんか,婦人科
ふしんせつ,不親切
ふしんせつ,不親切
ふしんにん,不信任
ふしんばん,不寝番
ふしんばん,不寝番
ふしんび,不審火
ふすま,ふすま
ふすま,ふすま
ふする,付する
ふせいかく,不正確
ふせいこう,不成功
ふせいしゅつ,不世出
ふせいとん,不整頓
ふせいりつ,不成立
ふせっせい,不摂生
ふせる,伏せる
ふせんしょう,不戦勝
ふせんしょう,不戦勝
ふそうおう,不相応
ふたいてん,不退転
ふたえ,ふた重
ふたご,ふたご
ふたご,ふたご
ぶたごや,豚小屋
ふたしか,不確か
ふたつ,ふたつ
ふだつき,札付き
ぶたにく,ぶた肉
ふたまた,二また
ふたり,ふたり
ふだん,ふだん
ふだん,ふだん
ふちどり,縁取り
ふちゅうい,不注意
ぶちょうほう,不調法
ふちょうわ,不調和
ふつか,ふつか
ぶっく,ブック
ふつごう,不都合
ぶっちょうづら,仏頂面
ふっと,ふっと
ふっとうてん,沸騰点
ぶつり,ぶつり
ぷつり,ぷつり
ぶつりがく,物理学
ふていき,不定期
ふていさい,不体裁
ふでいれ,筆入れ
ふでき,不出来
ふてきとう,不適当
ふてきにん,不適任
ふてぎわ,不手際
ふでたて,筆立て
ふでづかい,筆使い
ふてってい,不徹底
ふてってい,不徹底
ふでぶしょう,筆不精
ふでまめ,筆まめ
ぶどう,ぶどう
ふとういつ,不統一
ふとうこう,不凍港
ふどうさん,不動産
ふとうしき,不等式
ぶどうしゅ,葡萄酒
ふどうたい,不導体
ふどうとく,不道徳
ふとうめい,不透明
ふとくい,不得意
ふとっぱら,太っ腹
ふとどき,不届き
ぶどまり,歩止り
ふともも,太もも
ふなのり,船乗り
ふなよい,船酔い
ふなれ,不馴れ
ふにょい,不如意
ふにんじょう,不人情
ふぬけ,腑抜け
ふぬけ,腑抜け
ふねんせい,不燃性
ふのり,ふのり
ふばらい,不払い
ふひつよう,不必要
ふびょうどう,不平等
ふひょうばん,不評判
ふひんこう,不品行
ぶふうりゅう,不風流
ふふふ,フフフ
ふふん,ふふん
ふほんい,不本意
ふほんい,不本意
ふまんぞく,不満足
ふみいし,踏み石
ふみえ,踏み絵
ふみきり,踏切り
ふみこみ,踏込み
ふみだい,踏み台
ふみだん,踏み段
ふみもち,不身持
ふむき,不向き
ふめいよ,不名誉
ふめいりょう,不明瞭
ふめんぼく,不面目
ふめんもく,不面目
ふやじょう,不夜城
ふやす,殖やす
ふゆかい,不愉快
ふゆがれ,冬枯れ
ふゆやすみ,冬休み
ふようい,不用意
ふようじょう,不養生
ふようじょう,不養生
ぶようじん,不用心
ふらい,フライ
ふらい,フライ
ぶらし,ブラシ
ふらす,降らす
ふらす,降らす
ぷらす,プラス
ぷらす,プラス
ぷらす,プラス
ふらの,フラノ
ふらり,ふらり
ぶらり,ぶらり
ふらん,フラン
ぷらん,プラン
ぶり,−ぶり
ふりい,フリー
ふりえき,不利益
ぶりき,ブリキ
ふりこ,振り子
ふりこう,不履行
ふりる,フリル
ふりる,フリル
ふるい,ふるい
ふるい,ふるい
ふるう,ふるう
ぶるう,ブルー
ふるえ,ふるえ
ふるきず,古きず
ふるつわもの,古強者
ふるどうぐ,古道具
ふるびる,古びる
ふれあ,フレア
ふれえ,フレー
ぷれえ,プレー
ふれる,ふれる
ふれる,ふれる
ふれる,触れる
ふれる,振れる
ぶれる,ぶれる
ふろうしゃ,浮浪者
ふろおけ,風呂桶
ふろしき,風呂敷
ふろば,風呂場
ふろや,風呂屋
ふわたり,不渡り
ふわり,ふわり
ふんいき,雰囲気
ふんいき,雰囲気
ぶんがくしゃ,文学者
ふんかこう,噴火口
ぶんかざい,文化財
ぶんかざい,文化財
ぶんきてん,分岐点
ぶんごたい,文語体
ぶんごぶん,文語文
ぶんすいてん,分水点
ぶんすいれい,分水嶺
